time	V(n010)
2.653876057093652e-006	8.341734e+000
2.663855020210637e-006	8.361129e+000
2.669607249531324e-006	8.372278e+000
2.674092036504322e-006	8.380953e+000
2.677859816348736e-006	8.388231e+000
2.682059848650937e-006	8.396333e+000
2.686206077520724e-006	8.404319e+000
2.692788203267514e-006	8.416971e+000
2.699811731947822e-006	8.430436e+000
2.709363632851305e-006	8.448680e+000
2.720793461559153e-006	8.470423e+000
2.726292938246130e-006	8.480844e+000
2.730624311479950e-006	8.489023e+000
2.734231740332332e-006	8.495819e+000
2.738437183695888e-006	8.503723e+000
2.742606936294214e-006	8.511541e+000
2.749183230921128e-006	8.523835e+000
2.756162114509776e-006	8.536839e+000
2.765626768900078e-006	8.554403e+000
2.776690370961477e-006	8.574864e+000
2.781876350832274e-006	8.584426e+000
2.787484877052326e-006	8.594741e+000
2.792207399241386e-006	8.603412e+000
2.795664280118857e-006	8.609749e+000
2.800200283653662e-006	8.618051e+000
2.805117578360281e-006	8.627034e+000
2.812265228827439e-006	8.640060e+000
2.820016455095482e-006	8.654142e+000
2.830541097481815e-006	8.673195e+000
2.836888381625843e-006	8.684644e+000
2.842321155899913e-006	8.694411e+000
2.846837063178245e-006	8.702509e+000
2.850297605773997e-006	8.708700e+000
2.854747972241703e-006	8.716645e+000
2.859225008874618e-006	8.724618e+000
2.866110497693050e-006	8.736844e+000
2.873344589631160e-006	8.749646e+000
2.883158261610163e-006	8.766944e+000
2.895028987633195e-006	8.787789e+000
2.900974265086917e-006	8.798196e+000
2.905594670549877e-006	8.806263e+000
2.909671629722265e-006	8.813369e+000
2.913458477099605e-006	8.819960e+000
2.916980469140065e-006	8.826078e+000
2.922969557868273e-006	8.836464e+000
2.929499024324073e-006	8.847757e+000
2.938464385481314e-006	8.863213e+000
2.948581560546044e-006	8.880591e+000
2.954019317437514e-006	8.889900e+000
2.959398717287997e-006	8.899081e+000
2.963796488546049e-006	8.906569e+000
2.967457445435901e-006	8.912788e+000
2.971497655535104e-006	8.919638e+000
2.976897358466417e-006	8.928770e+000
2.983660046071640e-006	8.940174e+000
2.991808156197710e-006	8.953867e+000
3.001599830985318e-006	8.970258e+000
3.012208910231932e-006	8.987952e+000
3.018160935405658e-006	8.997849e+000
3.022814089076627e-006	9.005566e+000
3.026847136815497e-006	9.012241e+000
3.030760342704600e-006	9.018710e+000
3.034402063289629e-006	9.024718e+000
3.040633880580781e-006	9.034979e+000
3.047301519726016e-006	9.045927e+000
3.056595725020508e-006	9.061134e+000
3.067359802616347e-006	9.078685e+000
3.072222294976928e-006	9.086585e+000
3.077131437381362e-006	9.094539e+000
3.080993524573082e-006	9.100783e+000
3.085270313724206e-006	9.107683e+000
3.089508971423557e-006	9.114507e+000
3.096114252477879e-006	9.125113e+000
3.103135214845790e-006	9.136351e+000
3.112502031346175e-006	9.151288e+000
3.123102930802828e-006	9.168133e+000
3.129278337037815e-006	9.177912e+000
3.135199998855615e-006	9.187263e+000
3.140366953311487e-006	9.195404e+000
3.144466078250060e-006	9.201850e+000
3.148487563378252e-006	9.208164e+000
3.152352068726792e-006	9.214220e+000
3.158721452333488e-006	9.224178e+000
3.165615521566727e-006	9.234927e+000
3.175190509236000e-006	9.249800e+000
3.187215414048993e-006	9.268407e+000
3.192907035041211e-006	9.277184e+000
3.196377404432807e-006	9.282519e+000
3.200516665870972e-006	9.288871e+000
3.204545191974606e-006	9.295039e+000
3.211139178166530e-006	9.305112e+000
3.217971220137754e-006	9.315516e+000
3.227233443813503e-006	9.329570e+000
3.237259143163210e-006	9.344728e+000
3.244627912571451e-006	9.355829e+000
3.250648194051600e-006	9.364872e+000
3.255990036171285e-006	9.372877e+000
3.260658369615491e-006	9.379859e+000
3.263996173461089e-006	9.384841e+000
